"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2026-03-12 03:00:00","2026-03-12 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1438370,1438367,0.21986666666667,0,0
"2026-03-12 04:00:00","2026-03-12 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1908540,1908540,0.291735,0,0
"2026-03-12 05:00:00","2026-03-12 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2147805,2147804,0.328307,0,0
"2026-03-12 06:00:00","2026-03-12 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2606738,2606737,0.39845633333333,0,0
"2026-03-12 07:00:00","2026-03-12 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3288930,3288930,0.502732,0,0
"2026-03-12 08:00:00","2026-03-12 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4764710,4764707,0.72831033333333,0,0
"2026-03-12 09:00:00","2026-03-12 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5928286,5928289,0.90616516666667,0,0
"2026-03-12 10:00:00","2026-03-12 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6359442,6359443,0.972065,0,0
"2026-03-12 11:00:00","2026-03-12 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6499217,6499217,0.99342616666667,0,0
"2026-03-12 12:00:00","2026-03-12 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6525970,6525969,0.99751116666667,0,0
"2026-03-12 13:00:00","2026-03-12 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6521678,6521677,0.99685083333333,0,0
"2026-03-12 14:00:00","2026-03-12 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6513279,6513270,0.995563,0,0
"2026-03-12 15:00:00","2026-03-12 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6518300,6518295,0.99632666666667,0,0
"2026-03-12 16:00:00","2026-03-12 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6510427,6510424,0.99511916666667,0,0
"2026-03-12 17:00:00","2026-03-12 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6352321,6352316,0.97094866666667,0,0
"2026-03-12 18:00:00","2026-03-12 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6056756,6056750,0.92576816666667,0,0
"2026-03-12 19:00:00","2026-03-12 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5972673,5972669,0.91291233333333,0,0
"2026-03-12 20:00:00","2026-03-12 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6230502,6230497,0.952317,0,0
"2026-03-12 21:00:00","2026-03-12 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6367196,6367200,0.97320633333333,0,0
"2026-03-12 22:00:00","2026-03-12 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6432456,6432461,0.983177,0,0
"2026-03-12 23:00:00","2026-03-13 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6439379,6439382,0.98423116666667,0,0
"2026-03-13 00:00:00","2026-03-13 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6457827,6457827,0.98704683333333,0,0
"2026-03-13 01:00:00","2026-03-13 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6484772,6484772,0.99116116666667,0,0
"2026-03-13 02:00:00","2026-03-13 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6488205,6488208,0.9916815,0,0
"2026-03-13 03:00:00","2026-03-13 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6504067,6504069,0.99410183333333,0,0
"2026-03-13 04:00:00","2026-03-13 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6516738,6516737,0.9960345,0,0
"2026-03-13 05:00:00","2026-03-13 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6523844,6523847,0.9971165,0,0
"2026-03-13 06:00:00","2026-03-13 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6529208,6529214,0.99793216666667,0,0
"2026-03-13 07:00:00","2026-03-13 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6526921,6526919,0.9975785,0,0
"2026-03-13 08:00:00","2026-03-13 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6249170,6249166,0.955123,0,0
"2026-03-13 09:00:00","2026-03-13 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4220038,4220040,0.64498816666667,0,0
"2026-03-13 10:00:00","2026-03-13 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2859708,2859711,0.43707416666667,0,0
"2026-03-13 11:00:00","2026-03-13 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3692806,3692806,0.56440133333333,0,0
"2026-03-13 12:00:00","2026-03-13 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4287228,4287228,0.65524916666667,0,0
"2026-03-13 13:00:00","2026-03-13 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4444913,4444912,0.67934633333333,0,0
"2026-03-13 14:00:00","2026-03-13 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4029098,4029098,0.61579183333333,0,0
"2026-03-13 15:00:00","2026-03-13 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3846041,3846038,0.58781166666667,0,0
"2026-03-13 16:00:00","2026-03-13 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3238301,3238303,0.4949255,0,0
"2026-03-13 17:00:00","2026-03-13 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2438541,2438544,0.3726925,0,0
"2026-03-13 18:00:00","2026-03-13 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1855175,1855179,0.28353333333333,0,0
"2026-03-13 19:00:00","2026-03-13 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1771831,1771828,0.27079416666667,0,0
"2026-03-13 20:00:00","2026-03-13 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1619077,1619078,0.2474475,0,0
"2026-03-13 21:00:00","2026-03-13 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1246084,1246084,0.190441,0,0
"2026-03-13 22:00:00","2026-03-13 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1209356,1209357,0.18482716666667,0,0
"2026-03-13 23:00:00","2026-03-14 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1175736,1175741,0.17968816666667,0,0
"2026-03-14 00:00:00","2026-03-14 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,798142,798141,0.12198,0,0
"2026-03-14 01:00:00","2026-03-14 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,599954,599956,0.091690666666667,0,0
"2026-03-14 02:00:00","2026-03-14 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,367974,367974,0.056237016666667,0,0
"2026-03-14 03:00:00","2026-03-14 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,153927,153930,0.023524366666667,0,0
"2026-03-14 04:00:00","2026-03-14 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,171934,171932,0.02627625,0,0
"2026-03-14 05:00:00","2026-03-14 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,160815,160817,0.024576966666667,0,0
"2026-03-14 06:00:00","2026-03-14 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,123160,123160,0.01882205,0,0
"2026-03-14 07:00:00","2026-03-14 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,189815,189819,0.029008666666667,0,0
"2026-03-14 08:00:00","2026-03-14 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,242960,242960,0.03713035,0,0
"2026-03-14 09:00:00","2026-03-14 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,366632,366630,0.056030283333333,0,0
"2026-03-14 10:00:00","2026-03-14 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,672983,672989,0.10284761666667,0,0
"2026-03-14 11:00:00","2026-03-14 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,988013,988014,0.150991,0,0
"2026-03-14 12:00:00","2026-03-14 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1181913,1181915,0.18062266666667,0,0
"2026-03-14 13:00:00","2026-03-14 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1888927,1888926,0.288669,0,0
"2026-03-14 14:00:00","2026-03-14 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2112716,2112713,0.32286766666667,0,0
"2026-03-14 15:00:00","2026-03-14 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1614560,1614562,0.246738,0,0
"2026-03-14 16:00:00","2026-03-14 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1326947,1326946,0.202784,0,0
"2026-03-14 17:00:00","2026-03-14 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,714498,714501,0.10918903333333,0,0
"2026-03-14 18:00:00","2026-03-14 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,301916,301918,0.0461384,0,0
"2026-03-14 19:00:00","2026-03-14 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,168626,168628,0.025769066666667,0,0
"2026-03-14 20:00:00","2026-03-14 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,90192,90195,0.013782983333333,0,0
"2026-03-14 21:00:00","2026-03-14 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,67363,67364,0.010294243333333,0,0
"2026-03-14 22:00:00","2026-03-14 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,61852,61855,0.0094520483333333,0,0
"2026-03-14 23:00:00","2026-03-15 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,78150,78151,0.011942583333333,0,0
"2026-03-15 00:00:00","2026-03-15 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,76099,76100,0.0116291,0,0
"2026-03-15 01:00:00","2026-03-15 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,31106,31107,0.004753565,0,0
"2026-03-15 02:00:00","2026-03-15 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,23257,23257,0.0035540333333333,0,0
"2026-03-15 03:00:00","2026-03-15 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,20881,20881,0.003190985,0,0
"2026-03-15 04:00:00","2026-03-15 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,21634,21634,0.003305965,0,0
"2026-03-15 05:00:00","2026-03-15 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,9451,9451,0.0014442483333333,0,0
"2026-03-15 06:00:00","2026-03-15 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,20207,20206,0.0030879016666667,0,0
"2026-03-15 07:00:00","2026-03-15 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,53086,53088,0.0081121866666667,0,0
"2026-03-15 08:00:00","2026-03-15 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,216808,216811,0.033130316666667,0,0
"2026-03-15 09:00:00","2026-03-15 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,969420,969421,0.14813615,0,0
"2026-03-15 10:00:00","2026-03-15 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2192846,2192852,0.33508533333333,0,0
"2026-03-15 11:00:00","2026-03-15 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3190083,3190083,0.4874695,0,0
"2026-03-15 12:00:00","2026-03-15 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3632280,3632277,0.55503816666667,0,0
"2026-03-15 13:00:00","2026-03-15 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4150332,4150330,0.6341975,0,0
"2026-03-15 14:00:00","2026-03-15 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4638525,4638519,0.70879366666667,0,0
"2026-03-15 15:00:00","2026-03-15 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4912844,4912846,0.75070816666667,0,0
"2026-03-15 16:00:00","2026-03-15 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4892787,4892786,0.74764016666667,0,0
"2026-03-15 17:00:00","2026-03-15 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4249159,4249160,0.64928833333333,0,0
"2026-03-15 18:00:00","2026-03-15 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3485713,3485709,0.5326285,0,0
"2026-03-15 19:00:00","2026-03-15 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4219974,4219970,0.64482333333333,0,0
"2026-03-15 20:00:00","2026-03-15 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5173012,5173013,0.79044683333333,0,0
"2026-03-15 21:00:00","2026-03-15 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5829390,5829388,0.89073883333333,0,0
"2026-03-15 22:00:00","2026-03-15 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6315394,6315397,0.96499716666667,0,0
"2026-03-15 23:00:00","2026-03-16 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6374285,6374285,0.973992,0,0
"2026-03-16 00:00:00","2026-03-16 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5759684,5759684,0.88007716666667,0,0
"2026-03-16 01:00:00","2026-03-16 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4327965,4327961,0.66130833333333,0,0
"2026-03-16 02:00:00","2026-03-16 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3707975,3707972,0.56657216666667,0,0
"2026-03-16 03:00:00","2026-03-16 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3622450,3622454,0.55350183333333,0,0
"2026-03-16 04:00:00","2026-03-16 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3844925,3844928,0.587493,0,0
"2026-03-16 05:00:00","2026-03-16 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3968853,3968854,0.60642616666667,0,0
"2026-03-16 06:00:00","2026-03-16 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4121889,4121888,0.629807,0,0
"2026-03-16 07:00:00","2026-03-16 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4019260,4019266,0.61412333333333,0,0
"2026-03-16 08:00:00","2026-03-16 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4517453,4517451,0.69024183333333,0,0
"2026-03-16 09:00:00","2026-03-16 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5185469,5185471,0.79230783333333,0,0
"2026-03-16 10:00:00","2026-03-16 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5636838,5636840,0.861271,0,0
"2026-03-16 11:00:00","2026-03-16 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5717811,5717813,0.873639,0,0
"2026-03-16 12:00:00","2026-03-16 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5630234,5630233,0.86025433333333,0,0
"2026-03-16 13:00:00","2026-03-16 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5281408,5281409,0.80695333333333,0,0
"2026-03-16 14:00:00","2026-03-16 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4813087,4813092,0.73539483333333,0,0
"2026-03-16 15:00:00","2026-03-16 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4135549,4135548,0.631871,0,0
"2026-03-16 16:00:00","2026-03-16 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3214583,3214583,0.49115433333333,0,0
"2026-03-16 17:00:00","2026-03-16 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1615723,1615725,0.2468645,0,0
"2026-03-16 18:00:00","2026-03-16 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,661023,661022,0.10099651666667,0,0
"2026-03-16 19:00:00","2026-03-16 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,666916,666912,0.10189635,0,0
"2026-03-16 20:00:00","2026-03-16 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,762141,762141,0.11644533333333,0,0
"2026-03-16 21:00:00","2026-03-16 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,950210,950209,0.14517916666667,0,0
"2026-03-16 22:00:00","2026-03-16 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1040725,1040723,0.15900783333333,0,0
"2026-03-16 23:00:00","2026-03-17 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1206758,1206757,0.1843745,0,0
"2026-03-17 00:00:00","2026-03-17 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1353913,1353917,0.20685666666667,0,0
"2026-03-17 01:00:00","2026-03-17 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1383781,1383781,0.2114195,0,0
"2026-03-17 02:00:00","2026-03-17 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1411711,1411716,0.21568566666667,0,0
"2026-03-17 03:00:00","2026-03-17 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1406626,1406630,0.21490766666667,0,0
"2026-03-17 04:00:00","2026-03-17 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1448755,1448758,0.2213435,0,0
"2026-03-17 05:00:00","2026-03-17 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1375472,1375474,0.21014633333333,0,0
"2026-03-17 06:00:00","2026-03-17 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1416673,1416672,0.21644016666667,0,0
"2026-03-17 07:00:00","2026-03-17 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1646507,1646505,0.25155316666667,0,0
"2026-03-17 08:00:00","2026-03-17 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1913677,1913672,0.29237033333333,0,0
"2026-03-17 09:00:00","2026-03-17 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2089020,2089022,0.31915783333333,0,0
"2026-03-17 10:00:00","2026-03-17 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2357022,2357024,0.36010133333333,0,0
"2026-03-17 11:00:00","2026-03-17 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2319530,2319532,0.35437183333333,0,0
"2026-03-17 12:00:00","2026-03-17 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2154493,2154485,0.32915666666667,0,0
"2026-03-17 13:00:00","2026-03-17 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1995805,1995804,0.3049115,0,0
"2026-03-17 14:00:00","2026-03-17 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2066625,2066621,0.31572966666667,0,0
"2026-03-17 15:00:00","2026-03-17 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1960133,1960135,0.29945916666667,0,0
"2026-03-17 16:00:00","2026-03-17 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1620047,1620048,0.24750166666667,0,0
"2026-03-17 17:00:00","2026-03-17 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1175272,1175273,0.17955066666667,0,0
"2026-03-17 18:00:00","2026-03-17 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,892456,892457,0.1363435,0,0
"2026-03-17 19:00:00","2026-03-17 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1075057,1075055,0.164239,0,0
"2026-03-17 20:00:00","2026-03-17 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1162064,1162064,0.17753066666667,0,0
"2026-03-17 21:00:00","2026-03-17 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1309773,1309771,0.2000955,0,0
"2026-03-17 22:00:00","2026-03-17 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1417002,1416997,0.216476,0,0
"2026-03-17 23:00:00","2026-03-18 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1498422,1498421,0.22891383333333,0,0
"2026-03-18 00:00:00","2026-03-18 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1524816,1524817,0.23294483333333,0,0
"2026-03-18 01:00:00","2026-03-18 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1438023,1438020,0.21968466666667,0,0
"2026-03-18 02:00:00","2026-03-18 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1155216,1155217,0.17648,0,0
"2026-03-18 03:00:00","2026-03-18 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1012653,1012657,0.15470033333333,0,0
"2026-03-18 04:00:00","2026-03-18 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1068498,1068499,0.163231,0,0
"2026-03-18 05:00:00","2026-03-18 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1176478,1176477,0.17972583333333,0,0
"2026-03-18 06:00:00","2026-03-18 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1362492,1362494,0.2081415,0,0
"2026-03-18 07:00:00","2026-03-18 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1767377,1767380,0.26999316666667,0,0
"2026-03-18 08:00:00","2026-03-18 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2648177,2648176,0.40454666666667,0,0
"2026-03-18 09:00:00","2026-03-18 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3059322,3059321,0.467353,0,0
"2026-03-18 10:00:00","2026-03-18 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3504561,3504559,0.535367,0,0
"2026-03-18 11:00:00","2026-03-18 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3238625,3238630,0.49473983333333,0,0
"2026-03-18 12:00:00","2026-03-18 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2623292,2623293,0.40073866666667,0,0
"2026-03-18 13:00:00","2026-03-18 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2142238,2142238,0.3272505,0,0
"2026-03-18 14:00:00","2026-03-18 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1909833,1909834,0.291747,0,0
"2026-03-18 15:00:00","2026-03-18 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1848277,1848278,0.28234233333333,0,0
"2026-03-18 16:00:00","2026-03-18 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1746193,1746195,0.26674666666667,0,0
"2026-03-18 17:00:00","2026-03-18 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1194744,1194743,0.1825075,0,0
"2026-03-18 18:00:00","2026-03-18 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,608360,608361,0.092931816666667,0,0
"2026-03-18 19:00:00","2026-03-18 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,475508,475509,0.0726374,0,0
"2026-03-18 20:00:00","2026-03-18 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,485421,485422,0.074151366666667,0,0
"2026-03-18 21:00:00","2026-03-18 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,552224,552227,0.084355616666667,0,0
"2026-03-18 22:00:00","2026-03-18 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,580358,580362,0.088652883333333,0,0
"2026-03-18 23:00:00","2026-03-19 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,484437,484435,0.074000166666667,0,0
"2026-03-19 00:00:00","2026-03-19 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,245411,245412,0.037487533333333,0,0
"2026-03-19 01:00:00","2026-03-19 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,155083,155081,0.023689483333333,0,0
"2026-03-19 02:00:00","2026-03-19 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,75392,75391,0.011516455,0,0
"2026-03-19 03:00:00","2026-03-19 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,28247,28248,0.0043148933333333,0,0
"2026-03-19 04:00:00","2026-03-19 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,20078,20078,0.0030670183333333,0,0
"2026-03-19 05:00:00","2026-03-19 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,10839,10838,0.0016556683333333,0,0
"2026-03-19 06:00:00","2026-03-19 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,19548,19549,0.0029860133333333,0,0
"2026-03-19 07:00:00","2026-03-19 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,21172,21172,0.0032340683333333,0,0
"2026-03-19 08:00:00","2026-03-19 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,20794,20794,0.0031762883333333,0,0
"2026-03-19 09:00:00","2026-03-19 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,24884,24887,0.003801065,0,0
"2026-03-19 10:00:00","2026-03-19 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,26153,26153,0.0039948116666667,0,0
"2026-03-19 11:00:00","2026-03-19 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,110251,110249,0.016840546666667,0,0
"2026-03-19 12:00:00","2026-03-19 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,227613,227613,0.034767166666667,0,0
"2026-03-19 13:00:00","2026-03-19 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,264632,264632,0.040421516666667,0,0
"2026-03-19 14:00:00","2026-03-19 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,356176,356179,0.054404166666667,0,0
"2026-03-19 15:00:00","2026-03-19 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,886022,886023,0.13533481666667,0,0
"2026-03-19 16:00:00","2026-03-19 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1015770,1015773,0.155153,0,0
"2026-03-19 17:00:00","2026-03-19 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,682306,682309,0.10421785,0,0
"2026-03-19 18:00:00","2026-03-19 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,502370,502373,0.07673345,0,0
"2026-03-19 19:00:00","2026-03-19 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,347316,347315,0.05304985,0,0
"2026-03-19 20:00:00","2026-03-19 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,302863,302862,0.046259766666667,0,0
"2026-03-19 21:00:00","2026-03-19 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,417407,417407,0.063755183333333,0,0
"2026-03-19 22:00:00","2026-03-19 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,475433,475435,0.072617766666667,0,0
"2026-03-19 23:00:00","2026-03-20 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,439874,439877,0.067186166666667,0,0
"2026-03-20 00:00:00","2026-03-20 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,513588,513589,0.078445016666667,0,0
"2026-03-20 01:00:00","2026-03-20 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,462366,462366,0.070621116666667,0,0
"2026-03-20 02:00:00","2026-03-20 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,452299,452298,0.0690831,0,0
"2026-03-20 03:00:00","2026-03-20 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,531617,531618,0.08119765,0,0
"2026-03-20 04:00:00","2026-03-20 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,541559,541561,0.082715866666667,0,0
"2026-03-20 05:00:00","2026-03-20 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,543469,543467,0.083007216666667,0,0
"2026-03-20 06:00:00","2026-03-20 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,496900,496898,0.075894233333333,0,0
"2026-03-20 07:00:00","2026-03-20 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,747818,747817,0.1142175,0,0
"2026-03-20 08:00:00","2026-03-20 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1383259,1383258,0.21127033333333,0,0
"2026-03-20 09:00:00","2026-03-20 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1678301,1678301,0.25633233333333,0,0
"2026-03-20 10:00:00","2026-03-20 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1456641,1456636,0.2224765,0,0
