point,type,granularity,"capacity (kW)","volume (kWh)","emission (kg CO2)","emissionfactor (kg CO2/kWh)","validfrom (UTC)","validto (UTC)","lastupdate (UTC)"
Nederland,ElectricityMix,Hour,5408000,5408000,0,0,"2025-07-15 17:00:00","2025-07-15 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4834500,4834500,0,0,"2025-07-15 18:00:00","2025-07-15 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4546750,4546750,0,0,"2025-07-15 19:00:00","2025-07-15 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4515250,4515250,0,0,"2025-07-15 20:00:00","2025-07-15 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4471000,4471000,0,0,"2025-07-15 21:00:00","2025-07-15 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4568250,4568250,0,0,"2025-07-15 22:00:00","2025-07-15 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2999250,2999250,0,0,"2025-07-15 23:00:00","2025-07-16 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1911750,1911750,0,0,"2025-07-16 00:00:00","2025-07-16 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1242250,1242250,0,0,"2025-07-16 01:00:00","2025-07-16 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,705500,705500,0,0,"2025-07-16 02:00:00","2025-07-16 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1341000,1341000,0,0,"2025-07-16 03:00:00","2025-07-16 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1464500,1464500,0,0,"2025-07-16 04:00:00","2025-07-16 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1658250,1658250,0,0,"2025-07-16 05:00:00","2025-07-16 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1368750,1368750,0,0,"2025-07-16 06:00:00","2025-07-16 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1896000,1896000,0,0,"2025-07-16 07:00:00","2025-07-16 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1161250,1161250,0,0,"2025-07-16 08:00:00","2025-07-16 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1040750,1040750,0,0,"2025-07-16 09:00:00","2025-07-16 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1739750,1739750,0,0,"2025-07-16 10:00:00","2025-07-16 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2007500,2007500,0,0,"2025-07-16 11:00:00","2025-07-16 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1962500,1962500,0,0,"2025-07-16 12:00:00","2025-07-16 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2209250,2209250,0,0,"2025-07-16 13:00:00","2025-07-16 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2098000,2098000,0,0,"2025-07-16 14:00:00","2025-07-16 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2490000,2490000,0,0,"2025-07-16 15:00:00","2025-07-16 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3622500,3622500,0,0,"2025-07-16 16:00:00","2025-07-16 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3198000,3198000,0,0,"2025-07-16 17:00:00","2025-07-16 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2012250,2012250,0,0,"2025-07-16 18:00:00","2025-07-16 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1171750,1171750,0,0,"2025-07-16 19:00:00","2025-07-16 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1459750,1459750,0,0,"2025-07-16 20:00:00","2025-07-16 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1542500,1542500,0,0,"2025-07-16 21:00:00","2025-07-16 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1270250,1270250,0,0,"2025-07-16 22:00:00","2025-07-16 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1016000,1016000,0,0,"2025-07-16 23:00:00","2025-07-17 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,696000,696000,0,0,"2025-07-17 00:00:00","2025-07-17 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,591000,591000,0,0,"2025-07-17 01:00:00","2025-07-17 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,884000,884000,0,0,"2025-07-17 02:00:00","2025-07-17 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1166500,1166500,0,0,"2025-07-17 03:00:00","2025-07-17 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1880750,1880750,0,0,"2025-07-17 04:00:00","2025-07-17 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2455500,2455500,0,0,"2025-07-17 05:00:00","2025-07-17 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2903000,2903000,0,0,"2025-07-17 06:00:00","2025-07-17 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2985000,2985000,0,0,"2025-07-17 07:00:00","2025-07-17 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2498500,2498500,0,0,"2025-07-17 08:00:00","2025-07-17 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2941750,2941750,0,0,"2025-07-17 09:00:00","2025-07-17 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3679250,3679250,0,0,"2025-07-17 10:00:00","2025-07-17 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3851500,3851500,0,0,"2025-07-17 11:00:00","2025-07-17 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3626750,3626750,0,0,"2025-07-17 12:00:00","2025-07-17 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3734000,3734000,0,0,"2025-07-17 13:00:00","2025-07-17 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3652750,3652750,0,0,"2025-07-17 14:00:00","2025-07-17 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2766500,2766500,0,0,"2025-07-17 15:00:00","2025-07-17 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2697250,2697250,0,0,"2025-07-17 16:00:00","2025-07-17 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2664000,2664000,0,0,"2025-07-17 17:00:00","2025-07-17 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1901000,1901000,0,0,"2025-07-17 18:00:00","2025-07-17 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,899250,899250,0,0,"2025-07-17 19:00:00","2025-07-17 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1072750,1072750,0,0,"2025-07-17 20:00:00","2025-07-17 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1471250,1471250,0,0,"2025-07-17 21:00:00","2025-07-17 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2030500,2030500,0,0,"2025-07-17 22:00:00","2025-07-17 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2127000,2127000,0,0,"2025-07-17 23:00:00","2025-07-18 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2369250,2369250,0,0,"2025-07-18 00:00:00","2025-07-18 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2513000,2513000,0,0,"2025-07-18 01:00:00","2025-07-18 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2684500,2684500,0,0,"2025-07-18 02:00:00","2025-07-18 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2812500,2812500,0,0,"2025-07-18 03:00:00","2025-07-18 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3105000,3105000,0,0,"2025-07-18 04:00:00","2025-07-18 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3248750,3248750,0,0,"2025-07-18 05:00:00","2025-07-18 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3581000,3581000,0,0,"2025-07-18 06:00:00","2025-07-18 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3211750,3211750,0,0,"2025-07-18 07:00:00","2025-07-18 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2322000,2322000,0,0,"2025-07-18 08:00:00","2025-07-18 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2902250,2902250,0,0,"2025-07-18 09:00:00","2025-07-18 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3785250,3785250,0,0,"2025-07-18 10:00:00","2025-07-18 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3599250,3599250,0,0,"2025-07-18 11:00:00","2025-07-18 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2860000,2860000,0,0,"2025-07-18 12:00:00","2025-07-18 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2706750,2706750,0,0,"2025-07-18 13:00:00","2025-07-18 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2459750,2459750,0,0,"2025-07-18 14:00:00","2025-07-18 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2241000,2241000,0,0,"2025-07-18 15:00:00","2025-07-18 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3805000,3805000,0,0,"2025-07-18 16:00:00","2025-07-18 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3530250,3530250,0,0,"2025-07-18 17:00:00","2025-07-18 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2181750,2181750,0,0,"2025-07-18 18:00:00","2025-07-18 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1840250,1840250,0,0,"2025-07-18 19:00:00","2025-07-18 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2428500,2428500,0,0,"2025-07-18 20:00:00","2025-07-18 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3463500,3463500,0,0,"2025-07-18 21:00:00","2025-07-18 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4825750,4825750,0,0,"2025-07-18 22:00:00","2025-07-18 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5081250,5081250,0,0,"2025-07-18 23:00:00","2025-07-19 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4884250,4884250,0,0,"2025-07-19 00:00:00","2025-07-19 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5303500,5303500,0,0,"2025-07-19 01:00:00","2025-07-19 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5265500,5265500,0,0,"2025-07-19 02:00:00","2025-07-19 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4871500,4871500,0,0,"2025-07-19 03:00:00","2025-07-19 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4414750,4414750,0,0,"2025-07-19 04:00:00","2025-07-19 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3540250,3540250,0,0,"2025-07-19 05:00:00","2025-07-19 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2448250,2448250,0,0,"2025-07-19 06:00:00","2025-07-19 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2921750,2921750,0,0,"2025-07-19 07:00:00","2025-07-19 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3843000,3843000,0,0,"2025-07-19 08:00:00","2025-07-19 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5472750,5472750,0,0,"2025-07-19 09:00:00","2025-07-19 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,6562250,6562250,0,0,"2025-07-19 10:00:00","2025-07-19 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5769750,5769750,0,0,"2025-07-19 11:00:00","2025-07-19 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5648250,5648250,0,0,"2025-07-19 12:00:00","2025-07-19 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4786000,4786000,0,0,"2025-07-19 13:00:00","2025-07-19 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2975000,2975000,0,0,"2025-07-19 14:00:00","2025-07-19 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2401000,2401000,0,0,"2025-07-19 15:00:00","2025-07-19 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3504750,3504750,0,0,"2025-07-19 16:00:00","2025-07-19 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4857250,4857250,0,0,"2025-07-19 17:00:00","2025-07-19 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4027000,4027000,0,0,"2025-07-19 18:00:00","2025-07-19 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3656250,3656250,0,0,"2025-07-19 19:00:00","2025-07-19 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3125000,3125000,0,0,"2025-07-19 20:00:00","2025-07-19 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2631500,2631500,0,0,"2025-07-19 21:00:00","2025-07-19 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2418750,2418750,0,0,"2025-07-19 22:00:00","2025-07-19 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2663000,2663000,0,0,"2025-07-19 23:00:00","2025-07-20 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3294000,3294000,0,0,"2025-07-20 00:00:00","2025-07-20 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2986250,2986250,0,0,"2025-07-20 01:00:00","2025-07-20 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2992500,2992500,0,0,"2025-07-20 02:00:00","2025-07-20 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2856500,2856500,0,0,"2025-07-20 03:00:00","2025-07-20 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2900250,2900250,0,0,"2025-07-20 04:00:00","2025-07-20 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1159250,1159250,0,0,"2025-07-20 05:00:00","2025-07-20 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,405250,405250,0,0,"2025-07-20 06:00:00","2025-07-20 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,729250,729250,0,0,"2025-07-20 07:00:00","2025-07-20 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1007750,1007750,0,0,"2025-07-20 08:00:00","2025-07-20 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2006250,2006250,0,0,"2025-07-20 09:00:00","2025-07-20 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2436500,2436500,0,0,"2025-07-20 10:00:00","2025-07-20 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2582750,2582750,0,0,"2025-07-20 11:00:00","2025-07-20 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2224000,2224000,0,0,"2025-07-20 12:00:00","2025-07-20 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1161500,1161500,0,0,"2025-07-20 13:00:00","2025-07-20 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,750750,750750,0,0,"2025-07-20 14:00:00","2025-07-20 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,905250,905250,0,0,"2025-07-20 15:00:00","2025-07-20 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2556500,2556500,0,0,"2025-07-20 16:00:00","2025-07-20 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1807750,1807750,0,0,"2025-07-20 17:00:00","2025-07-20 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1651000,1651000,0,0,"2025-07-20 18:00:00","2025-07-20 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1645000,1645000,0,0,"2025-07-20 19:00:00","2025-07-20 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2241000,2241000,0,0,"2025-07-20 20:00:00","2025-07-20 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2535750,2535750,0,0,"2025-07-20 21:00:00","2025-07-20 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2424500,2424500,0,0,"2025-07-20 22:00:00","2025-07-20 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1658500,1658500,0,0,"2025-07-20 23:00:00","2025-07-21 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1774500,1774500,0,0,"2025-07-21 00:00:00","2025-07-21 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2090750,2090750,0,0,"2025-07-21 01:00:00","2025-07-21 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2627250,2627250,0,0,"2025-07-21 02:00:00","2025-07-21 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2765000,2765000,0,0,"2025-07-21 03:00:00","2025-07-21 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3279750,3279750,0,0,"2025-07-21 04:00:00","2025-07-21 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3778000,3778000,0,0,"2025-07-21 05:00:00","2025-07-21 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4431750,4431750,0,0,"2025-07-21 06:00:00","2025-07-21 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,6135000,6135000,0,0,"2025-07-21 07:00:00","2025-07-21 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5067000,5067000,0,0,"2025-07-21 08:00:00","2025-07-21 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4357750,4357750,0,0,"2025-07-21 09:00:00","2025-07-21 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4402750,4402750,0,0,"2025-07-21 10:00:00","2025-07-21 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3769750,3769750,0,0,"2025-07-21 11:00:00","2025-07-21 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3367250,3367250,0,0,"2025-07-21 12:00:00","2025-07-21 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3453750,3453750,0,0,"2025-07-21 13:00:00","2025-07-21 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2475750,2475750,0,0,"2025-07-21 14:00:00","2025-07-21 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2793500,2793500,0,0,"2025-07-21 15:00:00","2025-07-21 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3362750,3362750,0,0,"2025-07-21 16:00:00","2025-07-21 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2951000,2951000,0,0,"2025-07-21 17:00:00","2025-07-21 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3253750,3253750,0,0,"2025-07-21 18:00:00","2025-07-21 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2612000,2612000,0,0,"2025-07-21 19:00:00","2025-07-21 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3275250,3275250,0,0,"2025-07-21 20:00:00","2025-07-21 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3523500,3523500,0,0,"2025-07-21 21:00:00","2025-07-21 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3233750,3233750,0,0,"2025-07-21 22:00:00","2025-07-21 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2597000,2597000,0,0,"2025-07-21 23:00:00","2025-07-22 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2617000,2617000,0,0,"2025-07-22 00:00:00","2025-07-22 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2811000,2811000,0,0,"2025-07-22 01:00:00","2025-07-22 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2764000,2764000,0,0,"2025-07-22 02:00:00","2025-07-22 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3536750,3536750,0,0,"2025-07-22 03:00:00","2025-07-22 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3871250,3871250,0,0,"2025-07-22 04:00:00","2025-07-22 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3893750,3893750,0,0,"2025-07-22 05:00:00","2025-07-22 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3416750,3416750,0,0,"2025-07-22 06:00:00","2025-07-22 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3288750,3288750,0,0,"2025-07-22 07:00:00","2025-07-22 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2695500,2695500,0,0,"2025-07-22 08:00:00","2025-07-22 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2985750,2985750,0,0,"2025-07-22 09:00:00","2025-07-22 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3686500,3686500,0,0,"2025-07-22 10:00:00","2025-07-22 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4140250,4140250,0,0,"2025-07-22 11:00:00","2025-07-22 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4378250,4378250,0,0,"2025-07-22 12:00:00","2025-07-22 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4155750,4155750,0,0,"2025-07-22 13:00:00","2025-07-22 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3473000,3473000,0,0,"2025-07-22 14:00:00","2025-07-22 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3619000,3619000,0,0,"2025-07-22 15:00:00","2025-07-22 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4338250,4338250,0,0,"2025-07-22 16:00:00","2025-07-22 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,5360000,5360000,0,0,"2025-07-22 17:00:00","2025-07-22 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4346250,4346250,0,0,"2025-07-22 18:00:00","2025-07-22 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3681750,3681750,0,0,"2025-07-22 19:00:00","2025-07-22 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3562000,3562000,0,0,"2025-07-22 20:00:00","2025-07-22 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2657750,2657750,0,0,"2025-07-22 21:00:00","2025-07-22 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1941500,1941500,0,0,"2025-07-22 22:00:00","2025-07-22 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1916750,1916750,0,0,"2025-07-22 23:00:00","2025-07-23 00:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1503250,1503250,0,0,"2025-07-23 00:00:00","2025-07-23 01:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,808250,808250,0,0,"2025-07-23 01:00:00","2025-07-23 02:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,989000,989000,0,0,"2025-07-23 02:00:00","2025-07-23 03:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,932000,932000,0,0,"2025-07-23 03:00:00","2025-07-23 04:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1449000,1449000,0,0,"2025-07-23 04:00:00","2025-07-23 05:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1331000,1331000,0,0,"2025-07-23 05:00:00","2025-07-23 06:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2380000,2380000,0,0,"2025-07-23 06:00:00","2025-07-23 07:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2386500,2386500,0,0,"2025-07-23 07:00:00","2025-07-23 08:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1699000,1699000,0,0,"2025-07-23 08:00:00","2025-07-23 09:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2223750,2223750,0,0,"2025-07-23 09:00:00","2025-07-23 10:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2971750,2971750,0,0,"2025-07-23 10:00:00","2025-07-23 11:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2900250,2900250,0,0,"2025-07-23 11:00:00","2025-07-23 12:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3002000,3002000,0,0,"2025-07-23 12:00:00","2025-07-23 13:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2889000,2889000,0,0,"2025-07-23 13:00:00","2025-07-23 14:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1836250,1836250,0,0,"2025-07-23 14:00:00","2025-07-23 15:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,1943750,1943750,0,0,"2025-07-23 15:00:00","2025-07-23 16:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,2964500,2964500,0,0,"2025-07-23 16:00:00","2025-07-23 17:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,4181750,4181750,0,0,"2025-07-23 17:00:00","2025-07-23 18:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3554000,3554000,0,0,"2025-07-23 18:00:00","2025-07-23 19:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3451750,3451750,0,0,"2025-07-23 19:00:00","2025-07-23 20:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3389000,3389000,0,0,"2025-07-23 20:00:00","2025-07-23 21:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3351250,3351250,0,0,"2025-07-23 21:00:00","2025-07-23 22:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3220750,3220750,0,0,"2025-07-23 22:00:00","2025-07-23 23:00:00","2026-01-28 08:35:50"
Nederland,ElectricityMix,Hour,3250500,3250500,0,0,"2025-07-23 23:00:00","2025-07-24 00:00:00","2026-01-28 08:35:50"
